Question,Answer
Como faco para me cadastrar no Super Bonus Bradesco,\Se voce e cliente Pessoa Juridica assine o Termo de Adesao impresso junto ao Instrumento Particular de Convenio e leve em sua Agencia Bradesco Se voce e cliente Pessoa Fisica cadastrese no ambiente restrito do site na opcao Campanha Superbonus \
Quando sera necessario um novo contrato para cadastramento no Comercio Eletronico,\Voce deve providenciar um novo contrato quando houver alteracao de CNPJ e site Todos os contratos com juncao 4312 devem ser alterados para o novo codigo do Comercio Eletronico Bradesco Procure seu gerente \
Quais sao as condicoes para ter os servicos de Comercio Eletronico,\As condicoes sao ter uma loja virtual em site proprio e mantela sempre atualizada ser Correntista Bradesco Pessoa Juridica disponibilizar pelo menos um dos Meios de Pagamento Eletronico Bradesco assinar contrato especifico com o Bradesco para usar os meios de pagamento garantir o atendimento aos pedidos em qualidade e prazo de entrega oferecer atendimento aos consumidores e seguir o guia de padronizacao visual das paginas de pagamento de acordo com o Kit Lojista  Implementacao aos Meios de Pagamento Bradesco \
Qual o procedimento para preenchimento do contrato,\Voce deve preencher e assinar devidamente 2 vias do contrato Seu gerente encaminhara 1 via a area de Comercio Eletronico e a outra via permanecera com voce \
Quais sao as tarifas cobradas pelo Comercio Eletronico Bradesco,\As tarifas cobradas pelo Comercio Eletronico Bradesco sao somente por transacoes efetuadas Nao ha tarifa mensal ou de manutencao \
O que devo fazer apos o envio do contrato,\Voce deve aguardar o email com os dados para implementacao dos meios de pagamento A partir do recebimento do contrato com todos os campos devidamente preenchidos o Comercio Eletronico Bradesco levara ate 10 dias uteis para efetivar o cadastramento \
O que contem no email enviado pelo Comercio Eletronico Bradesco,\O email deve ter informacoes sobre o acesso ao gerenciador do lojista no qual estao disponiveis os manuais de integracao de cada meio de pagamento com explicacoes detalhadas de como integralos a sua loja virtual \
Quem regulamenta e fiscaliza o sistema de consorcio no Brasil,\O BACEN  Banco Central do Brasil \
Na hipotese de aprovacao do sinistro da seguradora e quitacao do saldo devedor da cota como os beneficiarios podem usar o credito,\Se a cota for contemplada os beneficiarios poderao indicar um bem de acordo com o seu segmento automovel ou imovel em qualquer Agencia Bradesco para o inicio do processo de contratacao No caso de quitacao do saldo devedor pela seguradora quando da utilizacao do seguro de vida do consorciado nao contemplado a indenizacao sera automaticamente ofertada como lance para a proxima Assembleia Na hipotese da cota nao ter sido contemplada por lance ofertado a indenizacao sera creditada como antecipacao de parcelas quitandose o saldo devedor Nesse caso e preciso aguardar a contemplacao por sorteio \
Posso escolher um veiculo diferente do definido em minha proposta,\Sim O veiculo escolhido na proposta e usado apenas como referencia para o calculo do valor do credito e das parcelas de acordo com a tabela da montadora Voce pode comprar um veiculo novo ou usado mediante analise da Bradesco Consorcios \
Como sao definidos os valores dos bens,\Os valores dos bens moveis sao baseados na tabela das montadorasfabricantesNo caso de imoveis o valor do credito e definido pelo proprio consorciado no momento da adesao \
O que acontece quando o veiculo do contrato deixa de ser fabricado,\Sera convocada uma assembleia extraordinaria para definicao do veiculo que substituira o anterior \
O que e Fundo Comum,\O Fundo Comum corresponde ao resultado da divisao do preco do bem movel ou imovel indicado no Contrato de Adesao pelo numero total de meses fixado para a duracao do grupo \
O que e taxa de administracao,\E a taxa cobrada pela formacao organizacao e administracao do grupo de consorcio Ela e dividida nas parcelas mensais de acordo com o prazo de duracao do grupo \
Como as parcelas do Consorcio Bradesco serao atualizadas,\Para automoveis caminhoes e tratores a atualizacao ocorrera sempre que as montadoras ou fabricantes alterarem suas tabelas de precos Para imoveis o reajuste e anual e acontece de acordo com o Indice Nacional de Custo da Construcao INCC do periodo baseandose na data de formacao do grupo \
Se eu atrasar o pagamento da minha parcela serao cobrados multas e juros,\Sim As parcelas pagas em atraso serao acrescidas de multa de 2 e juros de 1 ao mes bem como se houver reajuste ou reducao do valor do bem sera recalculada sobre o novo valor do bem \
Se eu pagar minha parcela em atraso antes da assembleia terei direito a concorrer,\Nao Voce so participa da assembleia se a parcela do mes for paga ate a data do vencimento Se houvernbsp parcelas de meses anteriores em atraso deverao ser pagas ate um dia util anterior a data da realizacao da assembleia \
Nao quero participar de um ou mais sorteios O que devo fazer,\Voce deve ir a uma Agencia Bradesco enbspsolicitar a exclusao do sorteio Se preferir ligue para Central de Atendimento ao Consorciado nos telefones 40044436 capitais e regioes metropolitanas e 08007224436 demais localidades  de 2 a 6 feira das 8h as 20hnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbsp O retorno a participacao do sorteio nao pode ser feito no periodo entre a extracao da Loteria Federal e a realizacao da assembleia nbsp \
Como sao realizados os sorteios da Bradesco Consorcios,\Sao utilizados os resultados da ultima extracao da Loteria Federal anteriores a data prevista para realizacao da assembleia Caso nao ocorra a extracao por quaisquer motivos sera utilizado o resultado da Loteria Federal imediatamente anterior \
Qual e o criterio de apuracao que define o lance vencedor,\Sera considerado o lance vencedor aquele de maior percentual sobre o valor do bem somado as taxas correspondentes \
Como o lance sera contabilizado no meu plano de consorcio,\Apos ser contemplado e apos o pagamento do lance voce pode usar o lance para diminuir o prazo ou o valor das parcelas mensais Na 1 opcao sao quitadas quantidade de parcelas a vencer na ordem inversa do plano das ultimas para as primeiras Na 2 opcao o valor do lance e diluido no valor da parcela mensal mantendo o prazo original do plano no entanto com o valor da parcela reduzido \
Apos a contemplacao tenho um prazo para adquirir meu bem,\Nao voce tem liberdade para adquirir seu bem sem um prazo predeterminado No entanto o credito contemplado sera atualizado de acordo com a aplicacao financeira destinada ao grupo independente do reajuste do bem referencia \
Quando o bem sera liberado da garantia,\Apos o pagamento da ultima parcela eou quando o saldo devedor total for quitado O saldo devedor sera considerado integralmente quitado na data da assembleia que se seguir ao respectivo pagamento \
O que e carta de credito,\E o valor correspondente ao preco do bem na data da assembleia em que ocorrer a contemplacao colocado a disposicao do contemplado para aquisicao do bem de acordo com o seu segmento \
O que acontece quando o valor da carta de credito for diferente do valor do bem,\Se o valor do bem for inferior ao credito a diferenca pode ser usada para quitar as parcelas a vencer na ordem inversa ou para pagar acessorios seguros taxas de licenciamento para bens moveis e documentacoes para bens moveis e imoveis limitado a ate 10 do valor do credito Se o valor do bem for superior ao credito voce deve pagar a diferenca diretamente ao vendedor \
Posso adquirir um consorcio mesmo nao sendo Correntista Bradesco,\Sim \
O que e o Programa Bradesco Esportes e Educacao,\E uma iniciativa que ha mais de 26 anos apoia o desenvolvimento de criancas e jovens por meio da pratica de volei e basquete Confira a historia objetivos e tudo sobre o programa aqui \
Qual e o objetivo do Programa Bradesco Esportes e Educacao,\Transmitir valores como respeito responsabilidade disciplina e etica por meio do esporte contribuindo para o desenvolvimento de cidadas capazes de fazer suas proprias escolhas de atuacao na sociedade \
Onde fica o Centro de Desenvolvimento Esportivo da Bradesco Esportes e Educacao,\O Centro de Desenvolvimento esta na Rua Tomas Antonio Gonzaga 251  Jardim Cipava Osasco SP Para saber mais sobre a infraestrutura e localizacao clique aqui \
Quem o programa atende,\O progama atende meninas de 8 a 20 anos nos Nucleos de Formacao e Especialistas \
O que devo fazer para participar,\Saiba como participar aqui \
O que sao os Nucleos de Formacao e Especialistas e como funcionam,\Entenda sobre os nucleos e seus funcionamentos aqui \
Nao encontrei uma informacao que procurava O que devo fazer,\Acesse nosso site ou escreva para bradescoesportesadcbradescocombr Se preferir ligue para 11 36818781 \
Quando acontecem as peneiras,\Todos os anos geralmente no mes de dezembro As datas horarios e enderecos sao divulgados em novembro no site outdoors cartazes faixas panfletos e outras midias Voce tambem pode se informar ligando para 11 36818781 \
Qual e a diferenca entre o CET e a taxa de juros,\O CET e a composicao de todas as taxas tarifas despesas e encargos envolvidos na operacao de credito ou arrendamento mercantil incluindo a taxa de juros \
Qual a diferenca entre o CRVDUT e CRLV,\O CRV  Certificado de Registro do Veiculo mais conhecido como DUT  Documento Unico de Transferencia e o documento que certifica a propriedade do veiculo e comprova que ele esta cadastrado no DETRAN E com este documento preenchido assinado e com firma reconhecida que se realiza a transferencia da propriedade do veiculo Ja o CRLV  Certificado de Registro e Licenciamento do Veiculo e o documento de porte obrigatorio para a conducao no dia a dia e tem a finalidade de comprovar que o veiculo esta com o licenciamento em dia \
Em que momento o CRVDUT deve ser emitido,\Segundo o Codigo de Transito Brasileiro e necessario que a documentacao esteja regularizada em ate 30 dias apos a compra do veiculo Portanto o CRVDUT pode ser emitido assim que houver a assinatura do seu contrato de financiamentoarrendamento mercantil \
O que e CDC  Credito Direto ao Consumidor,\Tratase de uma operacao de credito para pessoas fisicas ou juridicas com o objetivo de comprar veiculos novos eou usados No CDC voce fica em posse do veiculo e o proprio automovel e a garantia da operacao Conheca todas as caracteristicas e condicoes aqui \
O que e VRG  Valor Residual Garantido,\E o valor que deve ser pago em uma operacao de Leasing caso voce escolha adquirir o bem O pagamento e definido no ato da contratacao e pode ser feito no inicio da operacao mensalmente ou no fim do contrato \
Terminei de pagar o financiamento Como faco para obter a Carta de Quitacao,\Se voce liquidou o seu contrato e deseja a Carta de Quitacaonbsppreencha o formulario aquinbspou ligue para a Central de Relacionamento nos telefones 40044433 capitais e regioes metropolitanas ou 0800 722 4433 demais localidades para saber mais \
Paguei a mesma parcela duas vezes como devo proceder,\Solicite o reembolso pela Central de Relacionamento nos telefones 40044433 capitais e regioes metropolitanas ou 0800 722 4433 demais localidades Voce pode escolher entre transferir o valor para a proxima parcela ou reembolsar o valor em sua contacorrente ou na de terceiros \
Como efetuo a troca de garantia,\Saiba como e solicite a troca aqui \
Como faco para solicitar copia do meu contrato de financiamento,\Acesse o site ou ligue para a Central de Relacionamento nos telefones 40044433 capitais e regioes metropolitanas ou 0800 722 4433 demais localidades \
